D1
pit_male	-0.697608572218499
pjut_male	-0.713669773241879
pjot_female	-0.709839647222614
pet_female	-0.695015502324737
pjat_male	-0.685426053980206
pjat_female	-0.690122537012629
pot_female	-0.708421006572417
pjet_male	-0.692901996861945
pjot_male	-0.711833218055295
put_female	-0.709876520429482
pjut_female	-0.710609095519128
put_male	-0.70754562760597
pjit_female	-0.683587760405468
pjit_male	-0.689504563469613
pat_female	-0.68157098058524
pit_female	-0.698906929710418
pet_male	-0.694580487211042
pjet_female	-0.691428720972153
pat_male	-0.680326603621554
pot_male	-0.709566547786232
gjit_female	0.69676846150256
gjet_female	0.692361788894524
gjot_male	0.709061157491705
gut_male	0.71094607642887
git_female	0.701070089032577
gjut_male	0.707959712561337
gjat_female	0.68315761513073
git_male	0.693966080649741
got_male	0.7170112381821
get_male	0.689891845391924
got_female	0.715317557853773
gut_female	0.712482106551437
gjut_female	0.705345988966428
gjit_male	0.691163704166021
get_female	0.691666821051289
gat_female	0.678674186460998
gjot_female	0.706945813594919
gjat_male	0.684164725988403
gat_male	0.681278644142182
gjet_male	0.693108530765099
